pl_name,hostname,pl_letter,disc_year,discoverymethod,disc_facility,disc_locale,ra,dec,glon,glat,pl_orbper,pl_orbsmax,pl_orbeccen,pl_orbincl,pl_bmassj,pl_bmasse,pl_bmassprov,pl_radj,pl_rade,pl_dens,pl_eqt,pl_insol,pl_trandep,pl_trandur,pl_rvamp,st_teff,st_rad,st_mass,st_met,st_logg,st_lum,st_age,st_dens,st_vsin,st_spectype,sy_snum,sy_pnum,sy_dist,sy_vmag,sy_kmag,sy_gaiamag,tran_flag,rv_flag,ttv_flag,ima_flag,pl_controv_flag
Kepler-957 b,Kepler-957,b,2016,Transit,Kepler,Space,290.1563633,48.8189710,80.24006,15.59047,5.90741353700,0.0559000000,0.000000,89.78000,0.08160000,25.90000000,M-R relationship,0.49067713,5.50000000,0.855000,769.00,124.9110,0.53830000,1.0864000,,4963.00,0.750000,0.810000,-0.0100,4.600000,-0.46836,2.7500,42.355000,,,1,1,824.68800000,15.8330000,13.4530000,15.6906000,1,0,1,0,0
Kepler-85 b,Kepler-85,b,2012,Transit,Kepler,Space,290.9734395,45.2902761,77.15239,13.63209,8.30000000000,0.0788500000,0.020000,88.14000,0.00578929,1.84000000,Mass,0.15862281,1.77800000,1.819493,809.00,107.0280,0.04022000,3.8786000,,5505.20,0.875000,0.928000,0.1200,4.510000,-0.21230,1.3800,1.945560,,,1,4,765.02500000,14.8900000,13.0830000,14.7660000,1,0,1,0,0
Kepler-36 c,Kepler-36,c,2012,Transit,Kepler,Space,291.2501859,49.2318073,80.93278,15.10199,16.21865000000,0.1269200000,0.000000,89.36000,0.02243338,7.13000000,Mass,0.32821840,3.67900000,0.787000,928.00,191.0000,0.04253000,7.4600000,4.01664,5979.00,1.634000,1.034000,-0.1800,4.100000,0.51005,7.4100,0.350800,4.9000,,1,2,527.95600000,11.9410000,10.7880000,12.0767000,1,0,1,0,0
Kepler-510 b,Kepler-510,b,2016,Transit,Kepler,Space,287.6550196,39.2441716,70.44927,13.34685,19.55659418000,0.1352000000,0.000000,87.70000,0.02100000,6.66000000,M-R relationship,0.22035864,2.47000000,2.430000,797.00,114.3890,0.02981000,8.0855000,,5746.00,1.410000,0.910000,-0.3500,4.090000,0.33243,10.4700,0.290000,,,1,1,386.17700000,12.0670000,10.4460000,11.9222000,1,0,0,0,0
Kepler-1250 b,Kepler-1250,b,2016,Transit,Kepler,Space,287.7938184,45.9802492,76.87489,15.94425,2.60754383400,0.0393000000,0.000000,89.17000,0.01370000,4.35000000,M-R relationship,0.17129093,1.92000000,3.380000,1431.00,1866.1930,0.03515000,1.4646000,,5717.00,0.980000,0.990000,0.0400,4.460000,0.34255,4.5700,8.087590,,,1,1,2126.85000000,15.6930000,14.0080000,15.5694000,1,0,0,0,0
Kepler-51 d,Kepler-51,d,2014,Transit,Kepler,Space,296.4797624,49.9376486,83.11258,12.36242,130.19400000000,0.5090000000,0.008000,89.91000,0.02400000,7.60000000,Mass,0.86500000,9.70000000,0.046000,381.00,2.4660,1.15709000,8.4534000,,6018.00,0.940000,1.040000,0.0500,4.510000,-0.14170,0.3000,2.160000,,,1,4,783.83100000,14.8850000,13.1970000,14.6777000,1,0,1,0,0
Kepler-285 c,Kepler-285,c,2014,Transit,Kepler,Space,291.3908469,48.0655392,79.87396,14.53536,6.18667600000,0.0640000000,0.000000,89.95000,0.00459000,1.46000000,M-R relationship,0.10000000,1.12000000,5.710000,851.00,137.0680,0.02026000,2.9080000,,5411.00,0.808000,0.915000,0.1700,4.584000,-0.27923,2.8800,1.500000,,,1,2,824.31000000,15.1980000,13.3190000,15.1521000,1,0,0,0,0
Kepler-161 c,Kepler-161,c,2014,Transit,Kepler,Space,290.5164698,43.0838642,74.95576,12.99462,7.06424000000,0.0680000000,0.000000,88.42000,0.01135833,3.61000000,Mass,0.18300000,2.05000000,1.310000,769.00,76.2010,0.07330000,1.3510000,,5078.00,0.806000,0.853000,0.2400,4.553000,-0.44679,0.9100,1.870000,,,1,2,434.63200000,14.4060000,12.2460000,14.1922000,1,0,1,0,0
KOI-134 b,KOI-134,b,2025,Transit,Kepler,Space,295.5865980,45.3649371,78.69759,10.76136,67.12770000000,0.3630000000,0.160000,89.58000,1.09000000,346.43296363,Mass,1.07400000,12.03844527,1.090000,659.00,45.0000,0.52759000,11.3000000,,6160.00,1.667000,1.407000,0.4270,4.110000,0.62325,2.4000,1.320000,10.5900,F9V,1,2,1159.21000000,13.7730000,12.3220000,13.6323000,1,0,1,0,0
Kepler-187 b,Kepler-187,b,2014,Transit,Kepler,Space,299.7964955,44.0892448,79.05757,7.52969,4.93886400000,0.0590000000,0.000000,84.67000,0.00809000,2.57000000,M-R relationship,0.12600000,1.41000000,5.040000,1244.00,902.2390,0.01235000,4.2790000,,6105.00,1.287000,1.081000,-0.0400,4.274000,0.49267,6.4600,0.310000,,,1,2,1143.00000000,14.2970000,12.5660000,14.1753000,1,0,0,0,0
Kepler-1880 b,Kepler-1880,b,2021,Transit,Kepler,Space,287.8264561,40.6965988,71.86779,13.82184,6.30921983700,0.0540000000,0.000000,89.82000,0.01610000,5.13000000,M-R relationship,0.18885412,2.11686218,2.970000,606.00,31.7300,0.06912000,1.2831000,,4380.00,0.530000,0.524000,-0.9200,4.710000,-0.76168,13.6000,24.049520,,,1,1,611.04100000,16.0880000,13.4390000,15.8887000,1,0,0,0,0
Kepler-367 b,Kepler-367,b,2014,Transit,Kepler,Space,297.2925580,49.9817499,83.40326,11.92128,37.81572400000,0.2010000000,0.000000,89.43000,0.00705000,2.24000000,M-R relationship,0.11600000,1.30000000,5.600000,401.00,5.9850,0.02758000,4.6310000,,4710.00,0.695000,0.768000,0.1974,4.631000,-0.61671,2.2900,2.150000,,,1,2,188.02700000,13.1930000,10.6740000,12.8482000,1,0,0,0,0
Kepler-384 b,Kepler-384,b,2014,Transit,Kepler,Space,286.0261113,44.7828571,75.22928,16.63717,22.59705300000,0.1480000000,0.000000,89.87000,0.00459000,1.46000000,M-R relationship,0.10000000,1.12000000,5.710000,670.00,101.5490,0.01429000,6.0310000,,5577.00,0.882000,0.882000,-0.2900,4.475000,0.39588,12.8800,0.210000,,,1,2,895.67800000,13.7340000,12.0380000,13.5538000,1,0,0,0,0
Kepler-1842 b,Kepler-1842,b,2021,Transit,Kepler,Space,286.2516039,42.3784353,72.97930,15.57169,14.02639961000,0.1160000000,0.000000,88.86000,0.01930000,6.14000000,M-R relationship,0.21000008,2.35388681,2.590000,822.00,108.0700,0.04036000,1.2808000,,5970.00,1.131000,1.057000,0.0600,4.355000,-0.02604,7.0000,8.127450,,,1,1,923.55100000,14.7460000,13.1040000,14.6804000,1,0,0,0,0
Kepler-172 d,Kepler-172,d,2014,Transit,Kepler,Space,283.3684093,41.8218390,71.60688,17.34751,14.62711900000,0.1180000000,0.000000,84.97000,0.01790000,5.69000000,M-R relationship,0.20100000,2.25000000,2.740000,736.00,75.2900,0.03964000,3.5410000,,5526.00,1.085000,1.081000,0.3900,4.375000,-0.03187,2.6900,0.970000,,,1,4,828.59200000,14.7030000,12.7930000,14.5369000,1,0,0,0,0
Kepler-1272 b,Kepler-1272,b,2016,Transit,Kepler,Space,285.2197605,38.8058393,69.25230,14.90370,51.13097040000,0.2705000000,0.000000,88.77000,0.01950000,6.21000000,M-R relationship,0.21143724,2.37000000,2.560000,542.00,34.4330,0.03823000,5.9950000,,5926.00,1.090000,1.060000,0.0600,4.390000,0.37031,3.8900,0.619210,,,1,1,1206.37000000,14.7340000,12.8880000,14.3837000,1,0,0,0,0
Kepler-1994 b,Kepler-1994,b,2023,Transit,Kepler,Space,297.1487941,46.2969247,80.05739,10.24589,4.61225043000,0.0530000000,0.000000,89.95000,0.00027400,0.08700000,M-R relationship,0.04549923,0.51000000,3.600000,1032.00,268.2700,0.00291000,2.6950000,,5495.00,0.961000,0.932000,0.1600,4.442000,-0.04165,5.0100,2.022840,,,1,1,241.99100000,12.0100000,10.1850000,11.8227000,1,0,0,0,0
Kepler-1312 b,Kepler-1312,b,2016,Transit,Kepler,Space,292.9712801,41.0357494,73.89554,10.45737,5.44832528600,0.0605300000,0.000000,87.71000,0.01590000,5.06000000,M-R relationship,0.18734945,2.10000000,3.000000,978.00,219.1170,0.05294000,2.2251000,,5719.00,0.920000,0.990000,-0.0200,4.510000,-0.09874,2.0000,1.340000,,,1,2,299.10400000,12.4910000,10.9070000,12.3778000,1,0,0,0,0
Kepler-1336 b,Kepler-1336,b,2016,Transit,Kepler,Space,296.2776587,46.8998006,80.30664,11.05935,23.19868100000,0.1584500000,0.000000,89.00000,0.01440000,4.58000000,M-R relationship,0.17664377,1.98000000,3.240000,793.00,103.7200,0.02247000,9.7290000,,5512.00,1.300000,0.940000,0.0500,4.180000,0.42052,12.3000,0.190000,1.4000,,1,2,1126.64000000,14.2640000,12.3660000,14.0381000,1,0,0,0,0
Kepler-1829 b,Kepler-1829,b,2021,Transit,Kepler,Space,288.6644840,51.4983798,82.43381,17.50627,5.18671989400,0.0559000000,0.000000,88.44000,0.02110000,6.71000000,M-R relationship,0.22115035,2.47887001,2.420000,860.00,129.3700,0.07127000,0.8023000,,5230.00,0.777000,0.873000,0.0000,4.594000,-0.39395,4.4000,19.639520,,,1,1,679.92100000,15.2180000,13.0810000,15.0088000,1,0,0,0,0
Kepler-1313 b,Kepler-1313,b,2016,Transit,Kepler,Space,292.3885820,42.2332767,74.78534,11.38496,3.83309117800,0.0461900000,0.000000,83.58000,0.01180000,3.75000000,M-R relationship,0.15701668,1.76000000,3.780000,1012.00,227.1980,0.04614000,1.3720000,,5453.00,0.850000,0.920000,0.0000,4.540000,-0.32480,2.6900,1.710000,,,1,1,174.23400000,12.3630000,10.0880000,11.7892000,1,0,0,0,0
Kepler-114 d,Kepler-114,d,2013,Transit,Kepler,Space,294.1214820,48.3497977,80.94435,13.01505,11.77600000000,0.0835800000,0.000000,88.87000,0.01200000,3.90000000,Mass,0.22600000,2.53000000,0.220000,446.00,31.0160,0.14291000,2.9021000,,4660.00,0.540000,0.560000,0.2291,4.720000,-0.68530,2.6900,3.413280,,M0 V,1,3,259.53300000,13.9610000,11.3660000,13.7125000,1,0,1,0,0
Kepler-293 c,Kepler-293,c,2014,Transit,Kepler,Space,286.3580611,42.4064917,73.03773,15.51005,54.15574300000,0.2860000000,0.000000,88.78000,0.04420000,14.00000000,M-R relationship,0.34200000,3.83000000,1.370000,466.00,7.2870,0.11098000,4.6080000,,5804.00,0.957000,0.934000,0.1000,4.504000,-0.23265,1.3200,1.510000,,,1,2,974.63300000,15.4520000,13.6610000,15.3334000,1,0,0,0,0
Kepler-370 c,Kepler-370,c,2014,Transit,Kepler,Space,292.1710683,40.9162381,73.50995,10.94288,19.02293000000,0.1400000000,0.000000,88.73000,0.01360000,4.31000000,M-R relationship,0.17000000,1.91000000,3.400000,647.00,54.1970,0.04016000,3.4180000,,5852.00,0.900000,0.982000,0.1323,4.531000,0.00609,6.0300,0.930000,,,1,2,1167.94000000,15.4670000,13.5500000,15.1595000,1,0,0,0,0
Kepler-1142 b,Kepler-1142,b,2016,Transit,Kepler,Space,292.7144796,44.0822816,76.58475,11.99354,18.30272480000,0.1343000000,0.000000,86.37000,0.00869000,2.76000000,M-R relationship,0.13114462,1.47000000,4.770000,902.00,147.8170,0.01867000,8.1640000,,5685.00,0.960000,0.970000,0.0200,4.460000,0.43724,5.3700,0.096680,,,1,1,1273.51000000,14.5050000,12.6480000,14.2783000,1,0,0,0,0
Kepler-1808 b,Kepler-1808,b,2021,Transit,Kepler,Space,287.2924737,39.3832039,70.46160,13.65968,23.34040070000,0.1467000000,0.000000,89.83000,0.02960000,9.40000000,M-R relationship,0.26988297,3.02511302,1.870000,601.00,30.9400,0.06151000,2.1355000,,5530.00,0.892000,0.773000,-0.3400,4.425000,-0.06242,12.1000,22.154580,,,1,1,1022.01000000,15.4240000,13.4900000,15.2356000,1,0,0,0,0
Kepler-1682 b,Kepler-1682,b,2020,Transit,Kepler,Space,293.9835827,39.5728474,72.93853,9.09849,14.83340000000,0.1134000000,0.000000,89.16000,0.02740000,8.70000000,M-R relationship,0.25777575,2.88940836,1.980000,694.00,54.7400,0.09647000,4.4360000,,5619.12,0.842301,0.990000,-0.0480,4.582770,-0.19570,5.7000,2.335603,,,1,1,1159.85000000,15.9070000,14.0870000,15.6780000,1,0,0,0,0
Kepler-1811 b,Kepler-1811,b,2021,Transit,Kepler,Space,289.9793241,40.1427848,72.05562,12.10156,76.42230225000,0.3462000000,0.000000,89.99000,0.04450000,14.10000000,M-R relationship,0.34332281,3.84829873,1.360000,455.00,10.1100,0.05784000,8.0660000,,5561.00,1.190000,0.946000,0.1600,4.263000,0.15410,0.4000,1.827530,,,1,1,1390.56000000,15.3270000,13.6060000,15.1431000,1,0,0,0,0
Kepler-1885 b,Kepler-1885,b,2021,Transit,Kepler,Space,288.7507112,47.4909206,78.58747,15.92702,2.52255988100,0.0360000000,0.000000,63.80000,0.00910000,2.89000000,M-R relationship,0.13481204,1.51110555,4.600000,1205.00,499.0700,0.02102000,1.4060000,,5591.00,0.860000,0.977000,0.0700,4.559000,-0.17642,0.9000,0.069290,,,1,1,818.48200000,14.8510000,13.1090000,14.7999000,1,0,0,0,0
Kepler-349 c,Kepler-349,c,2014,Transit,Kepler,Space,293.6764689,44.6155972,77.38633,11.61671,12.24762900000,0.1050000000,0.000000,89.77000,0.01420000,4.50000000,M-R relationship,0.17500000,1.96000000,3.280000,763.00,94.4910,0.04697000,3.2780000,,5956.00,0.927000,1.083000,0.1509,4.518000,-0.00730,0.5500,1.100000,,,1,2,940.72400000,14.9150000,13.1760000,14.7211000,1,0,0,0,0
Kepler-1155 b,Kepler-1155,b,2016,Transit,Kepler,Space,288.8206058,39.5228712,71.09401,12.64356,33.46974300000,0.2006000000,0.000000,88.22000,0.01500000,4.78000000,M-R relationship,0.18110447,2.03000000,3.140000,609.00,32.5200,0.03707000,4.5130000,,5842.00,1.030000,1.030000,0.0400,4.430000,0.04720,3.7200,3.212320,,,1,1,1128.72000000,14.7990000,13.1840000,14.7392000,1,0,0,0,0
Kepler-481 b,Kepler-481,b,2016,Transit,Kepler,Space,291.9069862,49.2620760,81.14490,14.72419,10.06082567000,0.0892600000,0.000000,87.02000,0.02140000,6.80000000,M-R relationship,0.22303506,2.50000000,2.390000,899.00,183.8420,0.04602000,4.5782000,,5802.00,1.090000,1.010000,0.0300,4.360000,0.20725,6.1700,0.510000,,,1,1,813.72400000,14.0540000,12.3830000,13.8151000,1,0,0,0,0
Kepler-1162 b,Kepler-1162,b,2016,Transit,Kepler,Space,283.2920273,45.4339813,75.14127,18.67184,32.56370690000,0.1900000000,0.000000,89.51000,0.01740000,5.52000000,M-R relationship,0.19716299,2.21000000,2.810000,490.00,12.2450,0.05783000,5.5480000,,5390.00,0.840000,0.890000,-0.0300,4.540000,-0.32228,4.3700,1.491850,,,1,2,940.21100000,15.7490000,13.7530000,15.4855000,1,0,0,0,0
Kepler-1163 b,Kepler-1163,b,2016,Transit,Kepler,Space,290.2358630,50.0300654,81.41618,16.02501,6.11786898000,0.0686800000,0.000000,88.22000,0.00340000,1.08000000,M-R relationship,0.09189045,1.03000000,5.430000,1211.00,511.7570,0.00594000,3.4700000,,6302.00,1.350000,1.220000,0.0200,4.260000,0.39636,2.8800,0.490000,,,1,1,478.64700000,12.2080000,10.9710000,12.1183000,1,0,0,0,0
Kepler-530 b,Kepler-530,b,2016,Transit,Kepler,Space,283.3402948,48.5490620,78.26085,19.68363,39.30941904000,0.2149100000,0.000000,89.97000,0.02930000,9.32000000,M-R relationship,0.26853421,3.01000000,1.880000,488.00,14.2380,0.11321000,5.7832000,,5697.00,0.890000,0.970000,-0.0800,4.530000,-0.13247,1.7800,1.260000,,,2,1,457.70900000,13.5020000,11.9000000,13.3949000,1,0,0,0,0
Kepler-292 b,Kepler-292,b,2014,Transit,Kepler,Space,295.7661979,42.4242822,76.12806,9.25750,2.58082700000,0.0350000000,0.000000,89.00000,0.00724000,2.30000000,M-R relationship,0.11800000,1.32000000,5.500000,1130.00,394.3010,0.02702000,2.0920000,,5299.00,0.826000,0.865000,0.0400,4.536000,-0.33691,5.1300,1.590000,,,1,5,1056.48000000,16.3030000,13.9700000,15.9419000,1,0,0,0,0
Kepler-1816 b,Kepler-1816,b,2021,Transit,Kepler,Space,296.8509823,50.6987736,83.91538,12.50696,91.50099945000,0.3564700000,0.000000,89.99000,0.01430000,4.53000000,M-R relationship,0.17556812,1.96793970,3.270000,310.00,2.0000,0.07048000,4.8420000,,5051.00,0.706000,0.786000,-0.2400,4.628000,-0.53145,0.7000,7.282040,,,1,1,437.82300000,14.7340000,12.5270000,14.4553000,1,0,0,0,0
Kepler-1819 b,Kepler-1819,b,2021,Transit,Kepler,Space,296.5600307,46.8574644,80.36156,10.86924,16.48690033000,0.1337000000,0.000000,87.38000,0.04560000,14.50000000,M-R relationship,0.34824866,3.90351256,1.340000,760.00,78.9900,0.09879000,1.4310000,,6090.00,1.071000,1.173000,0.2100,4.447000,0.08650,0.4000,1.256740,,,1,1,1363.19000000,15.4890000,13.8420000,15.3187000,1,0,0,0,0
Kepler-85 d,Kepler-85,d,2014,Transit,Kepler,Space,290.9734395,45.2902761,77.15239,13.63209,17.91323000000,0.1300000000,0.000000,87.39000,0.02736316,8.69679000,Mass,0.10700000,1.20000000,4.400000,626.00,38.3900,0.01978000,4.5100000,,5436.00,0.893000,0.947000,0.1200,4.494000,-0.21230,1.3800,1.460000,,,1,4,765.02500000,14.8900000,13.0830000,14.7660000,1,0,0,0,0
TOI-3984 A b,TOI-3984 A,b,2023,Transit,Transiting Exoplanet Survey Satellite (TESS),Space,226.3371468,36.7869747,60.26767,60.17839,4.35332600000,0.0410000000,0.230000,89.50000,0.14000000,44.00000000,Mass,0.71000000,7.90000000,0.490000,563.00,16.7000,2.17400000,2.0100000,27.70000,3476.00,0.470000,0.490000,0.1800,4.810000,-1.57408,2.9000,6.900000,2.0000,M4+/-0.5,2,1,108.88300000,15.6940000,11.0520000,14.6718000,1,1,0,0,0
TOI-4562 b,TOI-4562,b,2023,Transit,Transiting Exoplanet Survey Satellite (TESS),Space,112.0100593,-63.5177788,274.95941,-20.18336,225.10640000000,0.7680000000,0.760000,89.15000,2.30000000,732.00000000,Mass,1.11800000,12.53000000,2.060000,318.00,3.2011,0.99610000,4.3200000,106.00000,6096.00,1.152000,1.192000,0.0800,4.390000,0.25285,0.7000,0.782445,17.0000,F7 V,1,2,339.60500000,12.1400000,10.6190000,11.9551000,1,1,1,0,0
Kepler-100 e,Kepler-100,e,2023,Radial Velocity,W. M. Keck Observatory,Ground,291.3861294,41.9901394,74.22764,11.94515,60.88858800000,0.3123915860,0.026437,,0.07596149,24.14271827,Msini,0.47000000,5.27000000,0.906000,,,,,3.69074,5884.00,1.500000,1.097000,0.1000,4.120000,0.39445,6.9200,0.440000,3.7000,,1,4,304.64500000,11.0550000,9.7680000,11.1293000,0,1,0,0,0
Kepler-357 d,Kepler-357,d,2014,Transit,Kepler,Space,291.2429746,44.0086337,76.04453,12.91325,49.49987500000,0.2460000000,0.000000,89.86000,0.03660000,11.60000000,M-R relationship,0.30600000,3.43000000,1.580000,402.00,4.6190,0.09652000,6.5940000,,5036.00,0.834000,0.794000,0.0600,4.503000,-0.55635,2.1400,1.990000,,,1,3,688.57300000,15.7350000,13.4080000,15.5215000,1,0,0,0,0
Kepler-1692 b,Kepler-1692,b,2020,Transit,Kepler,Space,286.9241804,47.0537092,77.67308,16.90563,5.95966000000,0.0646000000,0.000000,89.03000,0.00447000,1.42000000,M-R relationship,0.09918564,1.11177184,5.680000,897.00,153.4800,0.01288000,2.8960000,,5146.00,0.866139,0.870000,0.3600,4.502410,-0.32425,6.1000,1.887659,,,1,1,591.01900000,14.6740000,12.6580000,14.5049000,1,0,0,0,0
Kepler-1678 b,Kepler-1678,b,2020,Transit,Kepler,Space,292.5916297,38.3995629,71.37765,9.51620,147.97400000000,0.5302000000,0.000000,89.99000,0.03440000,10.90000000,M-R relationship,0.29478299,3.30422249,1.660000,329.00,2.7800,0.12671000,6.8540000,,5754.00,0.834976,1.030000,0.0000,4.607560,-0.16208,0.3000,2.494490,,,1,1,847.33900000,15.0200000,13.3710000,14.9068000,1,0,0,0,0
Kepler-1390 b,Kepler-1390,b,2016,Transit,Kepler,Space,298.6624419,48.2488659,82.29819,10.29931,6.48021673000,0.0662000000,0.000000,86.12000,0.00553000,1.76000000,M-R relationship,0.10527255,1.18000000,5.890000,934.00,171.1330,0.01420000,3.2110000,,5753.00,0.980000,0.980000,-0.0100,4.450000,-0.10022,4.4700,1.582580,,,1,1,723.43100000,14.5580000,12.7640000,14.4022000,1,0,0,0,0
Kepler-355 b,Kepler-355,b,2014,Transit,Kepler,Space,285.7994917,42.8117427,73.26258,16.04522,11.03189000000,0.1020000000,0.000000,88.59000,0.00859000,2.73000000,M-R relationship,0.13000000,1.46000000,4.820000,840.00,154.8030,0.01823000,4.9350000,,6184.00,1.066000,0.933000,-0.0600,4.441000,0.19516,10.0000,0.590000,,,1,2,1432.17000000,15.2420000,13.6730000,15.0663000,1,0,0,0,0
Kepler-331 b,Kepler-331,b,2014,Transit,Kepler,Space,291.8343455,39.3073462,71.92848,10.45298,8.45749600000,0.0650000000,0.000000,89.58000,0.01250000,3.97000000,M-R relationship,0.16200000,1.82000000,3.620000,540.00,35.9840,0.15176000,2.3040000,,4347.00,0.492000,0.653000,0.1179,4.768000,-0.78358,1.2000,6.723520,,,1,3,580.11900000,16.1990000,13.3430000,15.8359000,1,0,0,0,0
HS Psc b,HS Psc,b,2024,Radial Velocity,McDonald Observatory,Ground,24.3473790,26.9528036,135.41792,-34.80236,3.98600000000,0.0435000000,0.270000,,1.46000000,464.02947422,Msini,1.21000000,13.60000000,1.010000,,,,,268.00000,4203.00,0.650000,0.690000,-0.0500,4.660000,-0.91364,0.1330,3.437016,29.7000,K7 V,1,1,37.66040000,10.7690000,7.6420000,10.2865000,0,1,0,0,0
Kepler-350 c,Kepler-350,c,2013,Transit,Kepler,Space,285.4195845,39.7061009,70.17289,15.11288,17.84900000000,0.1385000000,0.000000,86.29000,0.01900000,6.10000000,Mass,0.27700000,3.10000000,0.350000,888.00,138.4150,0.03912000,5.8919000,,6492.30,1.250000,1.000000,0.0410,4.240000,0.42842,4.0000,0.689570,,,1,3,956.85900000,13.9650000,12.3930000,13.7606000,1,0,1,0,0
Kepler-55 c,Kepler-55,c,2012,Transit,Kepler,Space,285.1683291,44.0264898,74.25808,16.92531,42.15164180000,0.2095000000,0.000000,89.96000,0.22000000,69.80000000,Mass,0.19700000,2.21000000,35.500000,349.00,3.8400,0.08955000,5.0617000,,4362.00,0.580000,0.620000,-0.0100,4.700000,-0.76324,2.3400,0.024590,,,1,5,578.79600000,15.7460000,13.2890000,15.7813000,1,0,1,0,0
HIP 111909 c,HIP 111909,c,2025,Radial Velocity,Multiple Observatories,Ground,340.0304354,-49.5985391,342.22513,-56.29983,893.63000000000,1.9700000000,,,0.81000000,257.44100967,Msini,1.24000000,13.90000000,0.527000,,,,,13.86000,4891.00,4.530000,1.280000,-0.0100,3.090000,1.02000,4.3000,,3.1300,K1 III,1,2,88.07700000,7.3700000,5.0240000,7.0969700,0,1,0,0,0
2MASS J11011926-7732383 b,2MASS J11011926-7732383,b,2024,Imaging,European Space Agency (ESA) Gaia Satellite,Space,165.3295388,-77.5440912,296.98009,-15.96361,,266.0000000000,,,28.00000000,8899.19539600,Mass,1.06000000,11.90000000,29.000000,2677.00,,,,,,,,,,,,,,,1,1,,,11.6320000,18.3299000,0,0,0,1,0
HIP 77900 b,HIP 77900,b,2024,Imaging,European Space Agency (ESA) Gaia Satellite,Space,238.6253901,-27.3387434,345.56761,20.00444,,3319.0000000000,,,21.00000000,6674.39654700,Mass,1.08000000,12.10000000,20.700000,2507.00,,,,,13646.00,,,,,,,,,,1,1,150.86200000,6.1500000,6.3000000,6.1194400,0,0,0,1,0
Kepler-1370 b,Kepler-1370,b,2016,Transit,Kepler,Space,284.5656897,41.7784781,71.90739,16.50143,20.26416840000,0.1576300000,0.000000,86.42000,0.01270000,4.04000000,M-R relationship,0.16415380,1.84000000,3.560000,770.00,132.5870,0.01918000,4.2850000,,6202.00,1.290000,1.190000,0.0500,4.290000,0.45795,2.8800,0.420000,,,1,2,1004.10000000,13.7180000,12.3490000,13.6743000,1,0,0,0,0
Kepler-417 b,Kepler-417,b,2014,Transit Timing Variations,Kepler,Space,293.8241813,42.7796480,75.76884,10.68732,12.33100000000,0.1006000000,0.000000,89.98000,0.03500000,11.00000000,Mass,0.20600000,2.31000000,4.900000,671.00,43.6240,0.08722000,3.0549000,,5177.00,0.806000,0.900000,-0.2040,4.570000,-0.41061,4.9000,3.451580,,,1,2,973.98900000,15.8640000,13.9220000,15.8658000,1,0,1,0,0
UCAC4 328-061594 b,UCAC4 328-061594,b,2024,Imaging,Multiple Observatories,Ground,152.6991091,-24.4532674,262.35993,25.49296,,19000.0000000000,,,21.00000000,6674.39654700,Mass,1.08000000,12.10000000,20.700000,,,,,,,,1.190000,,,,0.4000,,,DC,1,1,39.90890000,15.6890000,15.7900000,15.2120000,0,0,0,1,0
NGTS-30 b,NGTS-30,b,2024,Transit,Transiting Exoplanet Survey Satellite (TESS),Space,173.7148670,-24.6054801,281.56671,35.06915,98.29838000000,0.4080000000,0.294000,89.48300,0.96000000,305.11527072,Mass,0.92800000,10.40193409,1.490000,500.00,172.8570,1.00560000,6.1300000,46.10000,5455.00,0.913000,0.940000,-0.0300,4.300000,-0.18738,1.1000,1.458000,3.5000,,1,1,238.37700000,12.5370000,10.5010000,12.1755000,1,1,0,0,0
UCAC3 113-933 b,UCAC3 113-933,b,2024,Imaging,Multiple Observatories,Ground,5.2758121,-33.8031679,345.46230,-80.66367,,6100.0000000000,,,21.00000000,6674.39654700,Mass,1.08000000,12.10000000,20.700000,,,,,,3864.00,0.564484,0.610000,-0.9500,4.681470,-1.19385,0.5500,4.374423,11.2200,M0,1,1,52.58290000,12.5010000,8.8660000,11.8242000,0,0,0,1,0
